run_accession,sample_accession,sample_alias,sample_description,first_public,country,scientific_name,fastq_bytes,base_count,read_count,library_name,library_strategy,library_source,library_layout,instrument_platform,instrument_model,study_title,fastq_url,info
SRR1553601,SAMN02952045,G3856.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,14337324;14579212,40471104,200352,G3856.3_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1553601/SRR1553601_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1553601/SRR1553601_2.fastq.gz']","14 MB, 15 MB files; 0.2 million reads; 40.5 million sequenced bases"
SRR1735052,SAMN03253913,G4225.5,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,94460590;94590628,353281436,1748918,G4225.5.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/002/SRR1735052/SRR1735052_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/002/SRR1735052/SRR1735052_2.fastq.gz']","94 MB, 95 MB files; 1.7 million reads; 353.3 million sequenced bases"
SRR1553605,SAMN02952047,NM042.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,19699656;20909239,57857446,286423,NM042.1_r1.ADXX,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/005/SRR1553605/SRR1553605_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/005/SRR1553605/SRR1553605_2.fastq.gz']","20 MB, 21 MB files; 0.3 million reads; 57.9 million sequenced bases"
SRR1735053,SAMN03254121,G5371.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,186803733;178813674,537045886,2658643,G5371.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735053/SRR1735053_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735053/SRR1735053_2.fastq.gz']","187 MB, 179 MB files; 2.7 million reads; 537.0 million sequenced bases"
SRR1553608,SAMN02952048,NM042.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,42637349;40363814,126960636,628518,NM042.2.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553608/SRR1553608_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1553608/SRR1553608_2.fastq.gz']","43 MB, 40 MB files; 0.6 million reads; 127.0 million sequenced bases"
SRR1735054,SAMN03253803,G3908.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,84372542;79408583,234886206,1162803,G3908.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735054/SRR1735054_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735054/SRR1735054_2.fastq.gz']","84 MB, 79 MB files; 1.2 million reads; 234.9 million sequenced bases"
SRR1735059,SAMN03254241,G5796.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,22666386;21637606,69121774,342187,G5796.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735059/SRR1735059_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/009/SRR1735059/SRR1735059_2.fastq.gz']","23 MB, 22 MB files; 0.3 million reads; 69.1 million sequenced bases"
SRR1553609,SAMN02952049,NM042.3,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,33159479;32470885,93890004,464802,NM042.3.FCH9,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/009/SRR1553609/SRR1553609_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/009/SRR1553609/SRR1553609_2.fastq.gz']","33 MB, 32 MB files; 0.5 million reads; 93.9 million sequenced bases"
SRR1735060,SAMN03254296,G6091.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,116963506;111570218,317712872,1572836,G6091.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735060/SRR1735060_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735060/SRR1735060_2.fastq.gz']","117 MB, 112 MB files; 1.6 million reads; 317.7 million sequenced bases"
SRR1564803,SAMN03015693,EM-083,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,21149132;24618504,68808674,340637,EM-083,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1564803/SRR1564803_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1564803/SRR1564803_2.fastq.gz']","21 MB, 25 MB files; 0.3 million reads; 68.8 million sequenced bases"
SRR1735063,SAMN03254310,SLBOO0368.0,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,98148944;91801567,259967536,1286968,SLBOO0368.0.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735063/SRR1735063_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735063/SRR1735063_2.fastq.gz']","98 MB, 92 MB files; 1.3 million reads; 260.0 million sequenced bases"
SRR1735064,SAMN03254064,G4996.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,101373038;100964089,373232976,1847688,G4996.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735064/SRR1735064_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/004/SRR1735064/SRR1735064_2.fastq.gz']","101 MB, 101 MB files; 1.8 million reads; 373.2 million sequenced bases"
SRR1564804,SAMN03015694,EM-089,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,38465335;42177086,126656626,627013,EM-089,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1564804/SRR1564804_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1564804/SRR1564804_2.fastq.gz']","38 MB, 42 MB files; 0.6 million reads; 126.7 million sequenced bases"
SRR1735065,SAMN03254039,G4896.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,128419248;122289689,337801974,1672287,G4896.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735065/SRR1735065_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735065/SRR1735065_2.fastq.gz']","128 MB, 122 MB files; 1.7 million reads; 337.8 million sequenced bases"
SRR1564805,SAMN03015695,EM-091,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,66868097;70834440,199742246,988823,EM-091,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1564805/SRR1564805_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1564805/SRR1564805_2.fastq.gz']","67 MB, 71 MB files; 1.0 million reads; 199.7 million sequenced bases"
SRR1735067,SAMN03254096,G5212.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,91651384;84772246,262636966,1300183,G5212.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735067/SRR1735067_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735067/SRR1735067_2.fastq.gz']","92 MB, 85 MB files; 1.3 million reads; 262.6 million sequenced bases"
SRR1564807,SAMN03015697,EM-097B,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,131568156;135044091,373564458,1849329,EM-097B,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1564807/SRR1564807_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1564807/SRR1564807_2.fastq.gz']","132 MB, 135 MB files; 1.8 million reads; 373.6 million sequenced bases"
SRR1735075,SAMN03254285,G6012.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,84097811;79165061,234186882,1159341,G6012.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735075/SRR1735075_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735075/SRR1735075_2.fastq.gz']","84 MB, 79 MB files; 1.2 million reads; 234.2 million sequenced bases"
SRR1564809,SAMN03015699,G3497-1B,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,117095524;125137320,343538572,1700686,G3497-1B,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1564809/SRR1564809_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1564809/SRR1564809_2.fastq.gz']","117 MB, 125 MB files; 1.7 million reads; 343.5 million sequenced bases"
SRR1735078,SAMN03254067,G5012.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,165981038;160347462,527988812,2613806,G5012.2.l1-G5012.2.l2,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735078/SRR1735078_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735078/SRR1735078_2.fastq.gz']","166 MB, 160 MB files; 2.6 million reads; 528.0 million sequenced bases"
SRR1564811,SAMN03015701,G3678-1,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,49441796;50879334,138322328,684764,G3678-1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1564811/SRR1564811_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1564811/SRR1564811_2.fastq.gz']","49 MB, 51 MB files; 0.7 million reads; 138.3 million sequenced bases"
SRR1735080,SAMN03254082,G5064.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,86606598;82404691,238432316,1180358,G5064.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735080/SRR1735080_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735080/SRR1735080_2.fastq.gz']","87 MB, 82 MB files; 1.2 million reads; 238.4 million sequenced bases"
SRR1564814,SAMN03015704,G3688-1,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,83513950;87531972,244795720,1211860,G3688-1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1564814/SRR1564814_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1564814/SRR1564814_2.fastq.gz']","84 MB, 88 MB files; 1.2 million reads; 244.8 million sequenced bases"
SRR1735081,SAMN03253774,G3873.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,63880348;61533324,167771706,830553,G3873.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/001/SRR1735081/SRR1735081_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/001/SRR1735081/SRR1735081_2.fastq.gz']","64 MB, 62 MB files; 0.8 million reads; 167.8 million sequenced bases"
SRR1735086,SAMN03254142,G5502.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,97474357;92898337,263381336,1303868,G5502.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735086/SRR1735086_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/006/SRR1735086/SRR1735086_2.fastq.gz']","97 MB, 93 MB files; 1.3 million reads; 263.4 million sequenced bases"
SRR1564815,SAMN03015705,G3688-2B,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,176584084;188533403,507529848,2512524,G3688-2B,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1564815/SRR1564815_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1564815/SRR1564815_2.fastq.gz']","177 MB, 189 MB files; 2.5 million reads; 507.5 million sequenced bases"
SRR1735090,SAMN03254046,G4942.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,166413424;158421737,460843608,2281404,G4942.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735090/SRR1735090_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735090/SRR1735090_2.fastq.gz']","166 MB, 158 MB files; 2.3 million reads; 460.8 million sequenced bases"
SRR1564816,SAMN03015706,G3689-1,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,51186941;52676057,139113764,688682,G3689-1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1564816/SRR1564816_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1564816/SRR1564816_2.fastq.gz']","51 MB, 53 MB files; 0.7 million reads; 139.1 million sequenced bases"
SRR1735093,SAMN03253752,G3797.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,73530690;70226246,202045652,1000226,G3797.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735093/SRR1735093_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/003/SRR1735093/SRR1735093_2.fastq.gz']","74 MB, 70 MB files; 1.0 million reads; 202.0 million sequenced bases"
SRR1564817,SAMN03015707,G3690-1,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,79156581;83739584,229676626,1137013,G3690-1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1564817/SRR1564817_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1564817/SRR1564817_2.fastq.gz']","79 MB, 84 MB files; 1.1 million reads; 229.7 million sequenced bases"
SRR1735095,SAMN03254200,G5687.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,78861482;74001511,208145648,1030424,G5687.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735095/SRR1735095_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735095/SRR1735095_2.fastq.gz']","79 MB, 74 MB files; 1.0 million reads; 208.1 million sequenced bases"
SRR1564823,SAMN03015713,NM-040,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,69655618;71199721,201373396,996898,NM-040,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1564823/SRR1564823_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1564823/SRR1564823_2.fastq.gz']","70 MB, 71 MB files; 1.0 million reads; 201.4 million sequenced bases"
SRR1735097,SAMN03254316,SLKEN0008.0,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,63050928;60155052,185807276,919838,SLKEN0008.0.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735097/SRR1735097_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1735097/SRR1735097_2.fastq.gz']","63 MB, 60 MB files; 0.9 million reads; 185.8 million sequenced bases"
SRR1564824,SAMN03015714,SM-395,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,63412749;71032872,191999384,950492,SM-395,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1564824/SRR1564824_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1564824/SRR1564824_2.fastq.gz']","63 MB, 71 MB files; 1.0 million reads; 192.0 million sequenced bases"
SRR1735105,SAMN03254319,SLKEN0017.0,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,78244330;74661780,223060520,1104260,SLKEN0017.0.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735105/SRR1735105_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/005/SRR1735105/SRR1735105_2.fastq.gz']","78 MB, 75 MB files; 1.1 million reads; 223.1 million sequenced bases"
SRR1564825,SAMN03015715,SM-396,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,43461338;47822934,127931650,633325,SM-396,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1564825/SRR1564825_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1564825/SRR1564825_2.fastq.gz']","43 MB, 48 MB files; 0.6 million reads; 127.9 million sequenced bases"
SRR1735111,SAMN03254016,G4751.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,230772737;231574564,910187154,4505877,G4751.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/001/SRR1735111/SRR1735111_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/001/SRR1735111/SRR1735111_2.fastq.gz']","231 MB, 232 MB files; 4.5 million reads; 910.2 million sequenced bases"
SRR1564826,SAMN03015716,SM-397,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,55166717;57491516,163715142,810471,SM-397,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1564826/SRR1564826_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1564826/SRR1564826_2.fastq.gz']","55 MB, 57 MB files; 0.8 million reads; 163.7 million sequenced bases"
SRR1735112,SAMN03254108,G5265.2,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,94938281;90732295,259671404,1285502,G5265.2.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/002/SRR1735112/SRR1735112_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/002/SRR1735112/SRR1735112_2.fastq.gz']","95 MB, 91 MB files; 1.3 million reads; 259.7 million sequenced bases"
SRR1735118,SAMN03253799,G3907.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,51524587;49770902,134873784,667692,G3907.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735118/SRR1735118_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/008/SRR1735118/SRR1735118_2.fastq.gz']","52 MB, 50 MB files; 0.7 million reads; 134.9 million sequenced bases"
SRR1564829,SAMN03015719,WM-053,Suspected EVD genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,unidentified virus,58505302;61562763,171145106,847253,WM-053,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1564829/SRR1564829_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1564829/SRR1564829_2.fastq.gz']","59 MB, 62 MB files; 0.8 million reads; 171.1 million sequenced bases"
SRR1735120,SAMN03253825,G3939.1,Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone,2015-06-05,Sierra Leone,Zaire ebolavirus,63745178;60696429,169232974,837787,G3939.1.l1,RNA-Seq,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2500,Zaire ebolavirus Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735120/SRR1735120_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1735120/SRR1735120_2.fastq.gz']","64 MB, 61 MB files; 0.8 million reads; 169.2 million sequenced bases"
